,longitudres,latitudres,longtrabajo,latitudtrabajo,Duraciontraslado,sexo,Añonacimiento,Estrato,ecivil,Nveducativo,Afiliadosalud,Mobility,Sex
947,-74.146163,4.60965,-74.146163,4.60965,20,1,1992,2,1,3,1,6,Male
948,-74.146163,4.60965,-74.146163,4.60965,15,1,2000,3,5,2,1,7,Male
949,-74.146163,4.60965,-74.146163,4.60965,30,1,1986,2,5,4,1,5,Male
950,-74.172465,4.929001,-74.172465,4.929001,150,2,1970,2,5,2,5,7,Female
951,-74.074073,4.86168,-74.074073,4.86168,40,1,1985,3,1,4,1,7,Male
952,-74.036736,4.865765,-74.036736,4.865765,90,2,1995,2,5,6,1,5,Female
953,-74.036736,4.865765,-74.036736,4.865765,120,2,1975,2,3,7,1,6,Female
954,-74.039369,4.875797,-74.039369,4.875797,10,1,1983,2,2,3,1,5,Male
955,-74.055267,4.850985,-74.055267,4.850985,20,1,1985,2,2,5,1,7,Male
956,-74.055791,4.855505,-74.055791,4.855505,40,1,1988,2,5,5,1,5,Male
957,-74.063326,4.87013,-74.063326,4.87013,3,1,1979,2,2,5,1,7,Male
958,-74.058636,4.862228,-74.058636,4.862228,0,1,1930,2,4,1,1,6,Male
959,-74.050191,4.882887,-74.050191,4.882887,30,1,1975,2,2,1,2,5,Male
960,-74.050191,4.882887,-74.050191,4.882887,20,1,1988,2,5,5,1,3,Male
961,-74.067205,4.870948,-74.067205,4.870948,20,1,1977,3,5,5,2,4,Male
962,-74.06688,4.871652,-74.06688,4.871652,15,1,1990,1,2,5,1,7,Male
963,-74.06688,4.871652,-74.06688,4.871652,60,2,1986,2,5,2,1,9,Female
964,-74.054672,4.85778,-74.054672,4.85778,20,1,1998,3,5,2,5,5,Male
965,-74.168965,4.648475,-74.168965,4.648475,0,1,1967,2,2,2,2,5,Male
966,-74.168965,4.648475,-74.168965,4.648475,10,2,1937,2,1,1,1,8,Female
967,-74.168965,4.648475,-74.168965,4.648475,30,1,1947,2,1,1,5,6,Male
968,-74.168965,4.648475,-74.168965,4.648475,120,1,1976,2,3,7,1,7,Male
969,-74.168965,4.648475,-74.168965,4.648475,0,1,1955,3,1,1,1,8,Male
970,-74.168965,4.648475,-74.168965,4.648475,0,1,1963,2,5,7,1,7,Male
971,-74.168965,4.648475,-74.168965,4.648475,0,2,1988,3,2,3,2,8,Female
972,-74.168965,4.648475,-74.168965,4.648475,60,2,1975,2,5,5,5,6,Female
973,-74.168965,4.648475,-74.168965,4.648475,0,1,1966,2,1,7,1,7,Male
974,-74.168965,4.648475,-74.168965,4.648475,10,1,1980,2,2,3,2,6,Male
975,-74.168965,4.648475,-74.168965,4.648475,30,1,1954,3,5,1,1,7,Male
976,-74.168965,4.648475,-74.168965,4.648475,0,2,1950,2,2,3,1,5,Female
977,-74.168965,4.648475,-74.168965,4.648475,0,1,1975,2,1,3,1,5,Male
978,-74.168965,4.648475,-74.168965,4.648475,0,1,1972,3,2,3,5,5,Male
979,-74.0833,4.93329,-74.0833,4.93329,30,1,1986,2,5,5,2,5,Male
980,-74.096358,4.916962,-74.096358,4.916962,45,1,1962,2,1,1,2,7,Male
981,-74.107565,4.756255,-74.107565,4.756255,40,1,1958,3,4,6,1,4,Male
982,-74.107565,4.756255,-74.107565,4.756255,90,1,1984,3,3,4,1,6,Male
983,-74.107565,4.756255,-74.107565,4.756255,0,1,1945,4,4,3,5,6,Male
984,-74.107565,4.756255,-74.107565,4.756255,0,1,1976,3,3,5,1,6,Male
985,-74.107565,4.756255,-74.107565,4.756255,40,2,1996,3,5,4,1,5,Female
986,-74.107565,4.756255,-74.107565,4.756255,30,2,1963,4,1,3,1,6,Female
987,-74.107565,4.756255,-74.107565,4.756255,5,1,1991,3,5,3,4,5,Male
988,-74.107565,4.756255,-74.107565,4.756255,120,2,1987,3,3,6,1,8,Female
989,-74.107565,4.756255,-74.107565,4.756255,0,1,1962,3,2,2,4,4,Male
990,-74.107565,4.756255,-74.107565,4.756255,40,1,1949,3,4,5,1,8,Male
991,-74.107565,4.756255,-74.107565,4.756255,120,1,1961,3,1,3,2,5,Male
992,-74.107565,4.756255,-74.107565,4.756255,0,1,1990,4,5,6,2,5,Male
993,-74.088903,4.71931,-74.088903,4.71931,0,2,1983,2,1,3,5,6,Female
994,-74.088903,4.71931,-74.088903,4.71931,60,2,1973,2,2,3,1,5,Female
995,-74.088903,4.71931,-74.088903,4.71931,0,1,1963,2,2,2,5,7,Male
996,-74.088903,4.71931,-74.088903,4.71931,0,2,1995,2,5,6,5,4,Female
997,-74.088903,4.71931,-74.088903,4.71931,40,2,1966,2,3,5,1,3,Female
998,-74.088903,4.71931,-74.088903,4.71931,0,1,1970,2,1,2,5,8,Male
999,-74.088903,4.71931,-74.088903,4.71931,60,1,1974,2,2,5,1,5,Male
1000,-74.088903,4.71931,-74.088903,4.71931,60,1,1985,2,2,2,1,4,Male
1001,-74.088903,4.71931,-74.088903,4.71931,0,1,1964,2,3,3,1,5,Male
1002,-74.075541,4.705381,-74.075541,4.705381,0,2,1963,4,3,5,1,6,Female
1003,-74.075541,4.705381,-74.075541,4.705381,45,2,1972,4,2,7,1,5,Female
1004,-74.075541,4.705381,-74.075541,4.705381,30,2,1977,4,2,3,1,8,Female
1005,-74.075541,4.705381,-74.075541,4.705381,105,1,1983,4,2,7,1,6,Male
1006,-74.075541,4.705381,-74.075541,4.705381,90,2,1976,4,1,4,1,4,Female
1007,-74.075541,4.705381,-74.075541,4.705381,0,2,1971,4,5,5,1,5,Female
1008,-74.075541,4.705381,-74.075541,4.705381,0,1,1997,4,2,3,1,6,Male
1009,-74.075541,4.705381,-74.075541,4.705381,0,1,1960,4,1,3,1,5,Male
1010,-74.075541,4.705381,-74.075541,4.705381,60,2,1973,4,2,7,3,5,Female
1011,-74.075541,4.705381,-74.075541,4.705381,0,1,1962,4,1,3,1,4,Male
1012,-74.075541,4.705381,-74.075541,4.705381,0,2,1963,4,1,3,1,5,Female
1013,-74.806384,4.306004,-74.806384,4.306004,20,2,1996,3,1,4,4,5,Female
1014,-74.806384,4.306004,-74.806384,4.306004,30,1,1967,2,5,8,1,7,Male
1015,-74.806384,4.306004,-74.806384,4.306004,0,1,1981,3,5,5,2,3,Male
1016,-74.806384,4.306004,-74.806384,4.306004,0,1,1961,2,1,3,1,3,Male
1017,-74.806384,4.306004,-74.806384,4.306004,15,1,1960,2,5,5,1,6,Male
1018,-74.80728,4.30927,-74.80728,4.30927,15,1,1958,3,3,4,1,5,Male
1019,-74.80728,4.30927,-74.80728,4.30927,40,2,1973,3,1,5,5,4,Female
1020,-74.80728,4.30927,-74.80728,4.30927,0,1,1969,3,5,5,1,5,Male
1021,-74.80728,4.30927,-74.80728,4.30927,0,1,1985,3,2,2,1,5,Male
1022,-74.80728,4.30927,-74.80728,4.30927,0,1,1971,3,1,2,1,6,Male
1023,-74.808405,4.294614,-74.808405,4.294614,0,1,1942,3,3,2,1,4,Male
1024,-74.808405,4.294614,-74.808405,4.294614,20,2,1972,3,4,1,5,6,Female
1025,-74.808405,4.294614,-74.808405,4.294614,15,1,1990,3,2,3,1,4,Male
1026,-74.808405,4.294614,-74.808405,4.294614,0,1,1984,3,2,2,1,3,Male
1027,-74.808405,4.294614,-74.808405,4.294614,0,1,1961,3,1,1,1,5,Male
1028,-74.191181,4.635073,-74.191181,4.635073,60,1,1956,1,1,1,2,5,Male
1029,-74.196654,4.600273,-74.196654,4.600273,90,1,1963,2,1,1,1,8,Male
1030,-74.196654,4.600273,-74.196654,4.600273,1,2,1943,2,2,1,1,8,Female
1031,-74.197021,4.608071,-74.197021,4.608071,20,1,1986,2,2,3,1,7,Male
1032,-74.180434,4.597161,-74.180434,4.597161,10,2,1954,2,1,1,2,6,Female
1033,-74.192213,4.604446,-74.192213,4.604446,60,2,1963,2,3,3,1,7,Female
1034,-74.206959,4.612827,-74.206959,4.612827,20,1,1967,2,1,3,1,6,Male
1035,-74.181244,4.60304,-74.181244,4.60304,5,1,1995,1,2,2,2,5,Male
1036,-74.149377,4.690203,-74.149377,4.690203,20,1,1990,2,2,3,1,6,Male
1037,-74.187992,4.616428,-74.187992,4.616428,40,1,1991,1,3,2,2,7,Male
1038,-74.199589,4.609065,-74.199589,4.609065,2,1,1995,2,2,5,1,7,Male
1039,-74.199589,4.609065,-74.199589,4.609065,30,1,1989,2,1,5,2,7,Male
1040,-74.199589,4.609065,-74.199589,4.609065,60,1,1997,3,5,3,1,6,Male
1041,-74.193285,4.592056,-74.193285,4.592056,40,1,1985,2,2,6,1,6,Male
1042,-74.193285,4.592056,-74.193285,4.592056,120,2,1991,3,2,4,1,8,Female
1043,-74.193285,4.592056,-74.193285,4.592056,30,1,1991,2,2,1,2,9,Male
1044,-74.193285,4.592056,-74.193285,4.592056,30,1,1988,3,2,3,1,7,Male
1045,-74.193719,4.606438,-74.193719,4.606438,90,1,1980,2,2,2,2,6,Male
1046,-74.193719,4.606438,-74.193719,4.606438,10,2,1948,2,1,3,1,7,Female
1047,-74.193719,4.606438,-74.193719,4.606438,60,1,1983,3,1,3,1,7,Male
1048,-74.193719,4.606438,-74.193719,4.606438,40,2,1977,3,1,5,1,6,Female
1049,-74.193719,4.606438,-74.193719,4.606438,10,1,1995,2,2,3,1,8,Male
1050,-74.193719,4.606438,-74.193719,4.606438,30,2,1965,3,1,3,1,6,Female
1051,-74.193719,4.606438,-74.193719,4.606438,120,2,1954,2,2,3,1,5,Female
1052,-74.193719,4.606438,-74.193719,4.606438,15,1,1990,2,1,3,3,7,Male
1053,-74.193719,4.606438,-74.193719,4.606438,60,1,1996,1,2,2,2,7,Male
1054,-74.193719,4.606438,-74.193719,4.606438,30,1,1980,3,1,7,1,7,Male
1055,-74.193719,4.606438,-74.193719,4.606438,60,2,1993,2,5,3,1,7,Female
1056,-74.193719,4.606438,-74.193719,4.606438,120,1,1969,2,2,3,2,6,Male
1057,-74.190784,4.606372,-74.190784,4.606372,120,2,1969,3,3,3,2,7,Female
1058,-74.190784,4.606372,-74.190784,4.606372,30,1,1996,2,2,2,1,7,Male
1059,-74.190784,4.606372,-74.190784,4.606372,30,1,1975,2,5,3,2,5,Male
1060,-74.190784,4.606372,-74.190784,4.606372,120,1,1968,2,3,2,2,5,Male
1061,-74.190784,4.606372,-74.190784,4.606372,60,1,1986,3,2,5,1,7,Male
1062,-74.190784,4.606372,-74.190784,4.606372,90,1,1961,2,4,2,2,3,Male
1063,-74.18841,4.642857,-74.18841,4.642857,10,1,1988,2,5,3,2,6,Male
1064,-74.18841,4.642857,-74.18841,4.642857,30,1,1989,2,2,5,2,7,Male
1065,-74.18841,4.642857,-74.18841,4.642857,10,1,1996,2,5,6,2,9,Male
1066,-74.18841,4.642857,-74.18841,4.642857,20,1,1986,2,1,5,1,7,Male
1067,-74.18841,4.642857,-74.18841,4.642857,15,1,1979,2,2,5,2,5,Male
1068,-74.18841,4.642857,-74.18841,4.642857,2,1,1993,2,2,5,2,7,Male
1069,-74.18841,4.642857,-74.18841,4.642857,15,1,1965,2,2,3,2,6,Male
1070,-74.18841,4.642857,-74.18841,4.642857,15,1,1982,2,1,2,2,7,Male
1071,-74.18841,4.642857,-74.18841,4.642857,60,1,1982,2,2,6,2,5,Male
1072,-74.18841,4.642857,-74.18841,4.642857,10,1,1987,2,3,4,2,8,Male
1073,-74.18841,4.642857,-74.18841,4.642857,120,1,1989,2,5,5,2,6,Male
1074,-74.18841,4.642857,-74.18841,4.642857,60,1,1982,2,1,3,1,8,Male
1075,-74.184721,4.609896,-74.184721,4.609896,30,2,1941,2,4,1,1,6,Female
1076,-74.17965,4.633783,-74.17965,4.633783,30,1,1951,2,1,1,2,7,Male
1077,-74.187482,4.602246,-74.187482,4.602246,60,1,1989,2,2,2,2,7,Male
1078,-74.197593,4.577196,-74.197593,4.577196,60,1,1992,3,2,5,2,7,Male
1079,-74.121794,4.522629,-74.121794,4.522629,60,2,1990,2,3,3,1,8,Female
1080,-74.184721,4.609896,-74.184721,4.609896,0,1,1992,1,2,1,2,6,Male
1081,-74.047004,4.793458,-74.047004,4.793458,0,1,1960,2,5,2,2,5,Male
1082,-74.196654,4.600273,-74.196654,4.600273,15,1,1976,2,1,5,1,6,Male
1083,-74.196654,4.600273,-74.196654,4.600273,120,2,1969,2,2,3,1,6,Female
1084,-74.196654,4.600273,-74.196654,4.600273,15,2,1950,2,2,1,2,7,Female
1085,-74.196654,4.600273,-74.196654,4.600273,0,1,1952,2,1,1,2,6,Male
1086,-74.196654,4.600273,-74.196654,4.600273,20,1,1981,1,5,3,1,6,Male
1087,-74.197021,4.608071,-74.197021,4.608071,15,1,1972,2,2,2,1,5,Male
1088,-74.180434,4.597161,-74.180434,4.597161,10,1,1971,2,3,3,1,6,Male
1089,-74.179043,4.606106,-74.179043,4.606106,0,1,1971,2,1,1,5,5,Male
1090,-74.189316,4.600107,-74.189316,4.600107,45,1,1971,2,1,2,2,6,Male
1091,-74.192251,4.623859,-74.192251,4.623859,120,1,1990,2,5,4,1,4,Male
1092,-74.192251,4.623859,-74.192251,4.623859,30,1,1980,2,1,1,1,7,Male
1093,-74.199589,4.609065,-74.199589,4.609065,20,1,1989,2,1,2,1,6,Male
1094,-74.193285,4.592056,-74.193285,4.592056,0,1,1992,2,1,2,5,8,Male
1095,-74.197702,4.610128,-74.197702,4.610128,30,2,1981,2,5,3,2,6,Female
1096,-74.193719,4.606438,-74.193719,4.606438,10,1,1972,2,2,3,2,6,Male
1097,-74.193719,4.606438,-74.193719,4.606438,40,1,1972,2,2,6,2,6,Male
1098,-74.193719,4.606438,-74.193719,4.606438,30,1,1972,2,1,4,2,6,Male
1099,-74.193719,4.606438,-74.193719,4.606438,0,1,1989,2,2,4,2,5,Male
1100,-74.193719,4.606438,-74.193719,4.606438,5,1,1961,2,2,2,2,5,Male
1101,-74.193719,4.606438,-74.193719,4.606438,20,1,1995,2,2,3,2,6,Male
1102,-74.193719,4.606438,-74.193719,4.606438,120,1,1979,3,1,3,1,5,Male
1103,-74.193719,4.606438,-74.193719,4.606438,120,2,1980,2,4,3,1,6,Female
1104,-74.193719,4.606438,-74.193719,4.606438,3,1,1992,2,2,2,2,5,Male
1105,-74.193719,4.606438,-74.193719,4.606438,0,1,1992,2,1,1,5,5,Male
1106,-74.193719,4.606438,-74.193719,4.606438,10,1,1972,2,1,2,2,7,Male
1107,-74.191655,4.598874,-74.191655,4.598874,0,1,1948,2,1,1,2,5,Male
1108,-74.190784,4.611358,-74.190784,4.611358,45,1,1990,2,1,5,1,6,Male
1109,-74.190784,4.606372,-74.190784,4.606372,5,2,1980,2,5,5,2,6,Female
1110,-74.190784,4.606372,-74.190784,4.606372,7,1,1997,2,2,1,2,6,Male
1111,-74.190784,4.606372,-74.190784,4.606372,90,1,1973,2,2,5,2,7,Male
1112,-74.190784,4.606372,-74.190784,4.606372,60,1,1968,3,1,5,1,6,Male
1113,-74.18841,4.642857,-74.18841,4.642857,5,1,1995,2,2,2,2,6,Male
1114,-74.18841,4.642857,-74.18841,4.642857,5,1,1971,1,5,1,2,6,Male
1115,-74.18841,4.642857,-74.18841,4.642857,10,1,1995,2,3,1,2,6,Male
1116,-74.18841,4.642857,-74.18841,4.642857,3,1,1979,2,2,2,2,5,Male
1117,-74.18841,4.642857,-74.18841,4.642857,10,1,1945,2,5,1,2,3,Male
1118,-74.18841,4.642857,-74.18841,4.642857,1,1,1979,2,2,3,1,6,Male
1119,-74.18841,4.642857,-74.18841,4.642857,60,1,1983,2,2,3,5,9,Male
1120,-74.18841,4.642857,-74.18841,4.642857,90,1,1999,2,5,3,1,6,Male
1121,-74.18841,4.642857,-74.18841,4.642857,60,1,1973,2,1,1,2,6,Male
1122,-74.18841,4.642857,-74.18841,4.642857,120,2,1972,2,2,4,1,6,Female
1123,-74.18841,4.642857,-74.18841,4.642857,20,1,1988,2,1,2,1,6,Male
1124,-74.18841,4.642857,-74.18841,4.642857,120,1,1991,2,2,4,1,4,Male
1125,-74.18841,4.642857,-74.18841,4.642857,1,1,1987,2,1,7,1,6,Male
1126,-74.18841,4.642857,-74.18841,4.642857,60,1,1994,1,2,3,2,6,Male
1127,-74.18051,4.594922,-74.18051,4.594922,15,1,1973,2,2,1,1,6,Male
1128,-74.18051,4.594922,-74.18051,4.594922,10,1,1990,2,2,4,1,6,Male
1129,-74.200474,4.628103,-74.200474,4.628103,0,1,1993,2,5,3,5,5,Male
1130,-74.200474,4.628103,-74.200474,4.628103,90,1,1996,2,2,3,1,6,Male
1131,-74.187482,4.602246,-74.187482,4.602246,5,1,1960,2,5,2,2,6,Male
1132,-74.187482,4.602246,-74.187482,4.602246,15,1,1973,2,3,1,1,6,Male
1133,-74.187482,4.602246,-74.187482,4.602246,5,1,1991,2,2,3,2,7,Male
1134,-74.186915,4.598854,-74.186915,4.598854,0,1,1955,1,5,1,2,5,Male
1135,-74.186561,4.600486,-74.186561,4.600486,0,1,1970,2,1,3,2,7,Male
1136,-74.175373,4.632827,-74.175373,4.632827,15,1,1977,2,2,3,2,6,Male
1137,-74.165833,4.623258,-74.165833,4.623258,45,1,1972,2,2,3,2,6,Male
1138,-74.211746,4.582723,-74.211746,4.582723,60,1,1985,1,2,3,2,6,Male
1139,-74.22838,4.559865,-74.22838,4.559865,90,1,1995,3,2,4,2,6,Male
1140,-74.207102,4.583267,-74.207102,4.583267,20,1,1985,2,2,3,2,6,Male
1141,-74.213163,4.572919,-74.213163,4.572919,0,1,1980,2,5,3,5,5,Male
1142,-74.218847,4.578349,-74.218847,4.578349,0,1,2002,2,5,2,2,6,Male
1143,-74.211746,4.582723,-74.211746,4.582723,60,1,1982,2,2,3,1,6,Male
1144,-74.079213,4.499291,-74.079213,4.499291,120,2,1983,1,1,3,2,7,Female
1145,-74.079213,4.499291,-74.079213,4.499291,25,2,1991,1,2,3,2,7,Female
1146,-74.079213,4.499291,-74.079213,4.499291,0,1,1962,1,2,2,2,5,Male
1147,-74.079213,4.499291,-74.079213,4.499291,0,1,1983,1,1,3,2,5,Male
1148,-74.079213,4.499291,-74.079213,4.499291,15,1,1975,1,1,3,2,5,Male
1149,-74.079213,4.499291,-74.079213,4.499291,25,1,1989,1,5,3,2,6,Male
1150,-74.079213,4.499291,-74.079213,4.499291,0,2,1995,1,5,4,4,5,Female
1151,-74.079213,4.499291,-74.079213,4.499291,0,2,1999,1,5,2,4,6,Female
1152,-74.079213,4.499291,-74.079213,4.499291,15,2,1992,1,5,3,2,7,Female
1153,-74.079213,4.499291,-74.079213,4.499291,0,2,1973,1,2,3,1,4,Female
1154,-74.079213,4.499291,-74.079213,4.499291,45,1,1986,1,1,3,2,5,Male
1155,-74.079213,4.499291,-74.079213,4.499291,90,2,1985,1,1,3,2,6,Female
1156,-74.18841,4.642857,-74.18841,4.642857,120,1,1979,2,2,5,1,6,Male
1157,-74.18841,4.642857,-74.18841,4.642857,60,1,1970,2,3,4,2,5,Male
1158,-74.18841,4.642857,-74.18841,4.642857,10,1,1993,2,2,2,2,6,Male
1159,-74.18841,4.642857,-74.18841,4.642857,5,1,1999,2,2,2,2,5,Male
1160,-74.18841,4.642857,-74.18841,4.642857,10,1,1997,2,5,3,1,5,Male
1161,-74.18841,4.642857,-74.18841,4.642857,40,1,1995,2,3,1,1,5,Male
1162,-74.18841,4.642857,-74.18841,4.642857,60,1,1984,2,2,1,1,5,Male
1163,-74.18841,4.642857,-74.18841,4.642857,90,1,1989,3,1,2,1,5,Male
1164,-74.18841,4.642857,-74.18841,4.642857,60,1,1981,2,5,6,1,6,Male
1165,-74.18841,4.642857,-74.18841,4.642857,15,1,1999,3,2,1,1,5,Male
1166,-74.18841,4.642857,-74.18841,4.642857,5,1,1989,2,2,2,2,3,Male
1167,-74.18841,4.642857,-74.18841,4.642857,120,1,1999,3,5,2,1,8,Male
1168,-74.53982,4.87282,-74.53982,4.87282,30,2,2000,2,5,2,5,4,Female
1169,-74.53982,4.87282,-74.53982,4.87282,20,1,1968,2,2,1,5,6,Male
1170,-74.53982,4.87282,-74.53982,4.87282,30,1,1972,2,1,3,4,4,Male
1171,-74.53982,4.87282,-74.53982,4.87282,40,2,2000,2,5,3,5,5,Female
1172,-74.53982,4.87282,-74.53982,4.87282,30,2,1996,1,5,3,4,6,Female
1173,-74.53982,4.87282,-74.53982,4.87282,22,2,1994,1,5,5,1,5,Female
1174,-74.53982,4.87282,-74.53982,4.87282,25,1,1980,1,2,4,5,5,Male
1175,-74.53982,4.87282,-74.53982,4.87282,20,1,1965,1,4,3,1,5,Male
1176,-74.53982,4.87282,-74.53982,4.87282,45,1,1962,1,3,3,2,5,Male
1177,-74.53982,4.87282,-74.53982,4.87282,40,2,1947,1,4,2,1,5,Female
1178,-74.53982,4.87282,-74.53982,4.87282,20,2,2000,2,5,2,5,5,Female
1179,-74.53982,4.87282,-74.53982,4.87282,20,2,1979,2,2,4,1,5,Female
1180,-74.53982,4.87282,-74.53982,4.87282,40,2,1982,2,3,6,1,5,Female
1181,-74.53982,4.87282,-74.53982,4.87282,30,1,1949,1,1,1,5,5,Male
1182,-74.53982,4.87282,-74.53982,4.87282,25,2,1955,1,3,2,1,5,Female
1183,-74.53982,4.87282,-74.53982,4.87282,25,2,1987,2,5,3,1,4,Female
1184,-74.53982,4.87282,-74.53982,4.87282,40,2,1959,1,5,9,5,4,Female
1185,-74.53982,4.87282,-74.53982,4.87282,90,2,1980,2,2,3,1,4,Female
1186,-74.53982,4.87282,-74.53982,4.87282,5,1,1978,1,2,3,2,6,Male
1187,-74.53982,4.87282,-74.53982,4.87282,50,1,1941,1,4,1,5,6,Male
1188,-74.53982,4.87282,-74.53982,4.87282,40,2,1990,1,5,2,5,7,Female
1189,-74.116075,4.599902,-74.116075,4.599902,4,1,1981,3,5,5,4,6,Male
1190,-74.116075,4.599902,-74.116075,4.599902,50,2,1988,2,2,6,1,6,Female
1191,-74.116075,4.599902,-74.116075,4.599902,40,1,1964,2,5,1,2,6,Male
1192,-74.116075,4.599902,-74.116075,4.599902,15,1,1994,3,2,3,4,6,Male
1193,-74.116075,4.599902,-74.116075,4.599902,75,2,1995,2,5,6,4,5,Female
1194,-74.116075,4.599902,-74.116075,4.599902,10,1,1983,3,2,7,4,5,Male
1195,-74.116075,4.599902,-74.116075,4.599902,45,1,1995,3,5,6,4,6,Male
1196,-74.116075,4.599902,-74.116075,4.599902,10,1,1993,3,2,7,4,6,Male
1197,-74.116075,4.599902,-74.116075,4.599902,5,1,1987,3,2,4,4,6,Male
1198,-74.116075,4.599902,-74.116075,4.599902,10,2,1990,3,2,3,1,6,Female
1199,-74.116075,4.599902,-74.116075,4.599902,20,1,1991,3,5,3,4,5,Male
1200,-74.116075,4.599902,-74.116075,4.599902,60,2,1958,3,1,1,4,4,Female
1201,-74.116075,4.599902,-74.116075,4.599902,5,2,1985,3,2,5,1,4,Female
1202,-74.092974,4.54425,-74.092974,4.54425,90,2,1990,2,2,3,1,7,Female
1203,-74.092974,4.54425,-74.092974,4.54425,30,1,1945,2,1,3,1,6,Male
1204,-74.092974,4.54425,-74.092974,4.54425,40,1,1990,2,5,5,4,6,Male
1205,-74.092974,4.54425,-74.092974,4.54425,90,1,1975,2,2,3,4,8,Male
1206,-74.092974,4.54425,-74.092974,4.54425,5,1,1994,1,2,2,2,4,Male
1207,-74.092974,4.54425,-74.092974,4.54425,48,1,1959,3,2,5,2,4,Male
1208,-74.092974,4.54425,-74.092974,4.54425,90,1,1968,2,1,2,5,6,Male
1209,-74.092974,4.54425,-74.092974,4.54425,5,1,1989,2,5,3,4,6,Male
1210,-74.092974,4.54425,-74.092974,4.54425,0,1,1973,2,1,3,4,5,Male
1211,-74.092974,4.54425,-74.092974,4.54425,0,2,1992,2,5,4,4,5,Female
1212,-74.092974,4.54425,-74.092974,4.54425,60,2,2001,3,2,3,4,7,Female
1213,-74.092974,4.54425,-74.092974,4.54425,60,2,1994,3,5,3,2,5,Female
1214,-74.092974,4.54425,-74.092974,4.54425,35,1,1959,2,5,3,1,6,Male
1215,-74.089125,4.539004,-74.089125,4.539004,120,1,1992,1,5,3,5,8,Male
1216,-74.089125,4.539004,-74.089125,4.539004,15,1,2000,1,5,2,5,6,Male
1217,-74.089125,4.539004,-74.089125,4.539004,5,2,1981,2,2,3,5,4,Female
1218,-74.089125,4.539004,-74.089125,4.539004,0,1,1963,2,1,3,1,5,Male
1219,-74.089125,4.539004,-74.089125,4.539004,90,1,1989,2,2,3,5,6,Male
1220,-74.089125,4.539004,-74.089125,4.539004,120,1,1994,2,2,3,5,6,Male
1221,-74.089125,4.539004,-74.089125,4.539004,150,1,1997,1,2,2,5,5,Male
1222,-74.089125,4.539004,-74.089125,4.539004,5,1,1988,2,5,3,1,5,Male
1223,-74.089125,4.539004,-74.089125,4.539004,120,2,1973,2,2,3,1,5,Female
1224,-74.089125,4.539004,-74.089125,4.539004,10,1,2000,2,5,3,5,5,Male
1225,-74.089125,4.539004,-74.089125,4.539004,160,1,1999,2,2,2,1,5,Male
1226,-74.089125,4.539004,-74.089125,4.539004,0,2,1997,2,5,6,5,6,Female
1227,-74.089125,4.539004,-74.089125,4.539004,30,2,1993,2,5,3,5,6,Female
1228,-74.093002,4.570953,-74.093002,4.570953,50,2,1980,1,2,2,2,5,Female
1229,-74.093002,4.570953,-74.093002,4.570953,25,2,1960,3,1,6,1,7,Female
1230,-74.093002,4.570953,-74.093002,4.570953,90,2,1976,2,3,6,1,6,Female
1231,-74.093002,4.570953,-74.093002,4.570953,90,2,1989,2,2,3,5,6,Female
1232,-74.093002,4.570953,-74.093002,4.570953,25,1,1975,2,1,5,1,6,Male
1233,-74.093002,4.570953,-74.093002,4.570953,5,1,1994,2,5,5,5,6,Male
1234,-74.093002,4.570953,-74.093002,4.570953,15,2,1991,2,2,3,1,7,Female
1235,-74.093002,4.570953,-74.093002,4.570953,30,2,1956,2,1,5,1,7,Female
1236,-74.093002,4.570953,-74.093002,4.570953,40,2,1965,2,5,6,1,4,Female
1237,-74.093002,4.570953,-74.093002,4.570953,30,1,1959,2,2,3,1,6,Male
1238,-74.093002,4.570953,-74.093002,4.570953,20,2,1945,2,2,3,5,6,Female
1239,-74.093002,4.570953,-74.093002,4.570953,40,2,1990,2,5,5,5,6,Female
1240,-74.093002,4.570953,-74.093002,4.570953,90,2,1985,2,5,5,1,7,Female
1241,-74.093002,4.570953,-74.093002,4.570953,40,2,1967,1,4,7,1,5,Female
1242,-74.093346,4.587807,-74.093346,4.587807,40,1,1987,1,5,2,5,5,Male
1243,-74.093346,4.587807,-74.093346,4.587807,50,1,1993,1,3,2,2,7,Male
1244,-74.093346,4.587807,-74.093346,4.587807,120,1,1996,1,5,2,2,4,Male
1245,-74.093346,4.587807,-74.093346,4.587807,90,2,1994,1,2,2,2,8,Female
1246,-74.093346,4.587807,-74.093346,4.587807,30,2,1974,2,1,5,2,8,Female
1247,-74.093346,4.587807,-74.093346,4.587807,150,2,1971,1,5,2,4,8,Female
1248,-74.093346,4.587807,-74.093346,4.587807,20,2,1985,2,5,2,5,5,Female
1249,-74.093346,4.587807,-74.093346,4.587807,30,2,1992,2,5,3,5,5,Female
1250,-74.093346,4.587807,-74.093346,4.587807,90,1,1991,2,5,3,5,6,Male
1251,-74.093346,4.587807,-74.093346,4.587807,30,2,1993,1,1,1,5,6,Female
1252,-74.093346,4.587807,-74.093346,4.587807,0,1,1963,2,1,2,5,6,Male
1253,-74.093346,4.587807,-74.093346,4.587807,90,2,1992,2,2,4,1,6,Female
1254,-74.093346,4.587807,-74.093346,4.587807,60,2,1964,2,3,6,1,6,Female
1255,-74.088023,4.531825,-74.088023,4.531825,80,2,1985,2,1,5,1,6,Female
1256,-74.088023,4.531825,-74.088023,4.531825,20,1,1959,2,1,4,1,7,Male
